-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 08/01/2015 through 08/01/2025 in LST
Location: Latitude  24.3415   Longitude 120.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 0.0 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,WS50M,WS10M
2019,10,24,5,11.42,10.1
2019,10,24,6,11.53,10.2
2019,10,24,7,11.67,10.31
2019,10,24,8,11.78,10.45
2019,10,24,9,11.61,10.31
2019,10,24,10,11.36,10.12
2019,10,24,11,11.22,10.02
2019,10,24,12,11.2,10.02
2019,10,24,13,11.28,10.09
2019,10,24,14,11.28,10.1
2019,10,24,15,11.29,10.1
2019,10,24,16,11.37,10.16
2019,10,24,17,11.51,10.24
2019,10,24,18,11.52,10.24
2019,10,24,19,11.46,10.13
2019,10,24,20,11.51,10.16
2019,10,24,21,11.61,10.24
2019,10,24,22,11.56,10.19
2019,10,24,23,11.15,9.83
2019,10,25,0,10.83,9.58
2019,10,25,1,10.75,9.52
2019,10,25,2,10.75,9.51
2019,10,25,3,10.75,9.52
2019,10,25,4,10.69,9.49
2019,10,25,5,10.52,9.36
2019,10,25,6,10.17,9.07
2019,10,25,7,9.74,8.72
2019,10,25,8,9.37,8.4
2019,10,25,9,9.09,8.18
2019,10,25,10,8.66,7.84
2019,10,25,11,8.44,7.66
2019,10,25,12,8.65,7.84
2019,10,25,13,9.16,8.3
2019,10,25,14,9.65,8.72
2019,10,25,15,10.22,9.19
2019,10,25,16,11.0,9.84
2019,10,25,17,11.53,10.26
2019,10,25,18,11.74,10.41
2019,10,25,19,11.87,10.51
2019,10,25,20,11.74,10.38
2019,10,25,21,11.43,10.11
2019,10,25,22,11.06,9.82
2019,10,25,23,11.06,9.82
2019,10,26,0,11.16,9.88
2019,10,26,1,11.07,9.79
2019,10,26,2,11.11,9.82
2019,10,26,3,11.15,9.88
2019,10,26,4,11.22,9.95
2019,10,26,5,11.26,9.98
2019,10,26,6,11.23,9.95
2019,10,26,7,11.12,9.85
2019,10,26,8,10.83,9.62
2019,10,26,9,10.62,9.48
2019,10,26,10,10.24,9.19
2019,10,26,11,9.55,8.62
2019,10,26,12,9.11,8.27
2019,10,26,13,9.44,8.56
2019,10,26,14,10.3,9.28
2019,10,26,15,11.12,9.95
2019,10,26,16,11.54,10.26
2019,10,26,17,11.57,10.27
2019,10,26,18,11.66,10.34
2019,10,26,19,11.74,10.38
2019,10,26,20,11.49,10.17
2019,10,26,21,11.03,9.8
2019,10,26,22,10.3,9.19
2019,10,26,23,9.64,8.65
2019,10,27,0,9.7,8.7
2019,10,27,1,9.98,8.93
2019,10,27,2,10.08,9.0
2019,10,27,3,9.92,8.86
2019,10,27,4,9.73,8.7
2019,10,27,5,9.54,8.52
2019,10,27,6,9.25,8.28
2019,10,27,7,8.94,8.01
2019,10,27,8,8.73,7.83
2019,10,27,9,8.72,7.82
2019,10,27,10,8.8,7.91
2019,10,27,11,8.97,8.08
2019,10,27,12,9.3,8.39
2019,10,27,13,9.66,8.72
2019,10,27,14,9.94,8.97
2019,10,27,15,10.18,9.17
2019,10,27,16,10.52,9.46
2019,10,27,17,10.83,9.7
2019,10,27,18,10.99,9.8
2019,10,27,19,10.81,9.63
2019,10,27,20,10.33,9.2
2019,10,27,21,9.64,8.63
2019,10,27,22,8.72,7.85
2019,10,27,23,8.05,7.3
2019,10,28,0,7.73,7.03
2019,10,28,1,7.42,6.76
2019,10,28,2,6.74,6.17
2019,10,28,3,5.87,5.41
2019,10,28,4,5.16,4.8
2019,10,28,5,4.83,4.51
2019,10,28,6,4.82,4.52
2019,10,28,7,4.89,4.6
2019,10,28,8,4.93,4.67
2019,10,28,9,5.18,4.91
2019,10,28,10,5.79,5.48
2019,10,28,11,6.58,6.19
2019,10,28,12,7.34,6.85
2019,10,28,13,7.91,7.34
2019,10,28,14,8.42,7.79
2019,10,28,15,8.9,8.22
2019,10,28,16,9.29,8.55
2019,10,28,17,9.5,8.71
2019,10,28,18,9.59,8.77
2019,10,28,19,9.72,8.85
2019,10,28,20,9.83,8.94
2019,10,28,21,9.84,8.96
2019,10,28,22,9.85,8.96
2019,10,28,23,10.06,9.13
2019,10,29,0,10.57,9.56
2019,10,29,1,11.34,10.21
2019,10,29,2,12.14,10.88
2019,10,29,3,12.81,11.45
2019,10,29,4,13.3,11.87
2019,10,29,5,13.61,12.14
2019,10,29,6,13.81,12.32
2019,10,29,7,13.86,12.35
2019,10,29,8,13.72,12.23
2019,10,29,9,13.44,12.01
2019,10,29,10,13.18,11.8
2019,10,29,11,13.3,11.91
2019,10,29,12,13.63,12.2
2019,10,29,13,13.92,12.47
2019,10,29,14,14.35,12.83
2019,10,29,15,14.93,13.29
2019,10,29,16,15.49,13.74
2019,10,29,17,15.54,13.74
2019,10,29,18,15.46,13.6
2019,10,29,19,15.51,13.59
2019,10,29,20,15.43,13.5
2019,10,29,21,15.34,13.44
2019,10,29,22,15.26,13.36
2019,10,29,23,15.15,13.26
2019,10,30,0,15.14,13.23
2019,10,30,1,15.3,13.39
2019,10,30,2,15.57,13.62
2019,10,30,3,15.74,13.77
2019,10,30,4,15.66,13.73
2019,10,30,5,15.35,13.49
2019,10,30,6,15.06,13.28
2019,10,30,7,14.89,13.12
2019,10,30,8,14.88,13.09
2019,10,30,9,14.89,13.09
2019,10,30,10,14.85,13.04
2019,10,30,11,14.87,13.11
2019,10,30,12,15.13,13.32
2019,10,30,13,15.63,13.68
2019,10,30,14,16.11,14.07
2019,10,30,15,16.44,14.32
2019,10,30,16,16.8,14.59
2019,10,30,17,16.77,14.57
2019,10,30,18,16.82,14.54
2019,10,30,19,16.56,14.35
2019,10,30,20,16.01,13.93
2019,10,30,21,15.37,13.44
2019,10,30,22,14.55,12.79
2019,10,30,23,14.32,12.59
2019,10,31,0,14.32,12.6
2019,10,31,1,14.14,12.43
2019,10,31,2,13.96,12.26
2019,10,31,3,13.96,12.26
2019,10,31,4,14.07,12.32
2019,10,31,5,14.07,12.3
2019,10,31,6,13.95,12.21
2019,10,31,7,13.72,12.01
2019,10,31,8,13.47,11.81
2019,10,31,9,13.31,11.67
2019,10,31,10,13.55,11.89
2019,10,31,11,14.05,12.33
2019,10,31,12,14.49,12.68
2019,10,31,13,14.83,13.0
2019,10,31,14,15.11,13.22
2019,10,31,15,15.34,13.39
2019,10,31,16,15.23,13.32
2019,10,31,17,15.0,13.13
2019,10,31,18,14.91,13.06
2019,10,31,19,14.82,12.98
2019,10,31,20,14.59,12.78
2019,10,31,21,14.45,12.66
2019,10,31,22,14.43,12.62
2019,10,31,23,14.57,12.73
2019,11,1,0,14.61,12.77
2019,11,1,1,14.63,12.8
2019,11,1,2,14.75,12.89
2019,11,1,3,14.68,12.82
2019,11,1,4,14.38,12.57
2019,11,1,5,14.03,12.28
2019,11,1,6,13.83,12.09
2019,11,1,7,13.76,12.03
2019,11,1,8,13.85,12.09
2019,11,1,9,13.82,12.05
2019,11,1,10,14.13,12.28
2019,11,1,11,14.8,12.88
2019,11,1,12,15.57,13.54
2019,11,1,13,16.1,14.03
2019,11,1,14,16.46,14.38
2019,11,1,15,16.78,14.66
2019,11,1,16,16.93,14.78
2019,11,1,17,16.71,14.61
2019,11,1,18,16.41,14.32
2019,11,1,19,15.8,13.79
2019,11,1,20,14.65,12.83
2019,11,1,21,13.64,11.94
2019,11,1,22,13.1,11.44
2019,11,1,23,12.57,11.01
2019,11,2,0,12.26,10.77
2019,11,2,1,12.06,10.62
2019,11,2,2,11.93,10.51
2019,11,2,3,11.83,10.4
2019,11,2,4,11.77,10.35
2019,11,2,5,11.79,10.38
2019,11,2,6,11.85,10.42
2019,11,2,7,11.84,10.44
2019,11,2,8,11.65,10.27
2019,11,2,9,11.34,10.01
2019,11,2,10,11.14,9.88
2019,11,2,11,11.14,9.88
2019,11,2,12,11.34,10.04
2019,11,2,13,11.79,10.44
2019,11,2,14,12.24,10.88
2019,11,2,15,12.66,11.18
2019,11,2,16,12.93,11.38
2019,11,2,17,12.99,11.42
2019,11,2,18,13.06,11.46
2019,11,2,19,12.94,11.35
2019,11,2,20,12.49,10.96
2019,11,2,21,12.12,10.65
2019,11,2,22,11.74,10.32
2019,11,2,23,11.62,10.19
2019,11,3,0,11.62,10.18
2019,11,3,1,11.72,10.27
2019,11,3,2,11.86,10.39
2019,11,3,3,12.02,10.53
2019,11,3,4,12.23,10.68
2019,11,3,5,12.49,10.9
2019,11,3,6,12.74,11.13
2019,11,3,7,12.89,11.29
2019,11,3,8,13.1,11.47
2019,11,3,9,13.28,11.65
2019,11,3,10,13.46,11.84
2019,11,3,11,13.98,12.3
2019,11,3,12,14.53,12.78
2019,11,3,13,14.98,13.17
2019,11,3,14,15.53,13.6
2019,11,3,15,16.11,14.05
2019,11,3,16,16.52,14.37
2019,11,3,17,16.9,14.64
2019,11,3,18,17.32,14.98
2019,11,3,19,17.65,15.22
2019,11,3,20,17.75,15.3
2019,11,3,21,17.68,15.26
2019,11,3,22,17.59,15.2
2019,11,3,23,17.45,15.09
2019,11,4,0,17.25,14.94
2019,11,4,1,17.13,14.85
2019,11,4,2,17.09,14.84
2019,11,4,3,17.18,14.9
2019,11,4,4,17.4,15.06
2019,11,4,5,17.6,15.23
2019,11,4,6,17.68,15.28
2019,11,4,7,17.49,15.13
2019,11,4,8,17.16,14.88
2019,11,4,9,16.99,14.75
2019,11,4,10,17.15,14.9
2019,11,4,11,17.52,15.23
2019,11,4,12,17.99,15.67
2019,11,4,13,18.58,16.18
2019,11,4,14,19.23,16.64
2019,11,4,15,19.48,16.79
2019,11,4,16,19.56,16.82
2019,11,4,17,19.53,16.8
2019,11,4,18,19.13,16.51
2019,11,4,19,18.59,16.05
2019,11,4,20,18.12,15.64
2019,11,4,21,17.8,15.39
2019,11,4,22,17.66,15.25
2019,11,4,23,17.88,15.41
2019,11,5,0,18.33,15.77
2019,11,5,1,18.62,16.0
2019,11,5,2,18.78,16.16
2019,11,5,3,18.95,16.33
2019,11,5,4,19.12,16.48
2019,11,5,5,18.98,16.34
2019,11,5,6,18.67,16.07
2019,11,5,7,18.29,15.76
2019,11,5,8,18.15,15.64
2019,11,5,9,18.08,15.6
2019,11,5,10,18.18,15.72
2019,11,5,11,18.6,16.08
2019,11,5,12,19.24,16.59
2019,11,5,13,19.8,17.1
2019,11,5,14,20.08,17.3
2019,11,5,15,20.2,17.33
2019,11,5,16,19.97,17.15
2019,11,5,17,19.47,16.79
2019,11,5,18,18.73,16.23
2019,11,5,19,17.82,15.48
2019,11,5,20,16.97,14.77
2019,11,5,21,16.01,13.98
2019,11,5,22,15.07,13.2
2019,11,5,23,14.25,12.51
2019,11,6,0,13.6,11.99
2019,11,6,1,13.25,11.7
2019,11,6,2,13.06,11.57
2019,11,6,3,13.16,11.65
2019,11,6,4,13.42,11.89
2019,11,6,5,13.6,12.03
2019,11,6,6,13.43,11.9
2019,11,6,7,13.08,11.6
2019,11,6,8,12.72,11.29
2019,11,6,9,12.43,11.04
2019,11,6,10,12.34,10.95
2019,11,6,11,12.64,11.22
2019,11,6,12,13.29,11.75
2019,11,6,13,13.87,12.23
2019,11,6,14,14.07,12.41
2019,11,6,15,14.25,12.58
2019,11,6,16,14.33,12.65
2019,11,6,17,14.5,12.77
2019,11,6,18,14.76,12.94
2019,11,6,19,14.58,12.77
2019,11,6,20,14.09,12.37
2019,11,6,21,13.44,11.82
2019,11,6,22,12.77,11.28
2019,11,6,23,12.29,10.86
2019,11,7,0,12.15,10.72
2019,11,7,1,12.25,10.8
2019,11,7,2,12.42,10.94
2019,11,7,3,12.58,11.07
2019,11,7,4,12.8,11.26
2019,11,7,5,12.89,11.33
2019,11,7,6,12.98,11.39
2019,11,7,7,13.19,11.55
2019,11,7,8,13.57,11.83
2019,11,7,9,13.87,12.04
2019,11,7,10,13.97,12.15
2019,11,7,11,14.49,12.63
2019,11,7,12,15.36,13.37
2019,11,7,13,16.07,13.99
2019,11,7,14,16.54,14.38
2019,11,7,15,17.06,14.79
2019,11,7,16,17.51,15.17
2019,11,7,17,17.73,15.35
2019,11,7,18,18.05,15.54
2019,11,7,19,18.28,15.75
2019,11,7,20,18.04,15.65
2019,11,7,21,17.68,15.37
2019,11,7,22,17.51,15.2
2019,11,7,23,17.36,15.07
2019,11,8,0,17.12,14.87
2019,11,8,1,16.89,14.68
2019,11,8,2,16.61,14.47
2019,11,8,3,16.44,14.35
2019,11,8,4,16.51,14.42
2019,11,8,5,16.5,14.37
2019,11,8,6,16.28,14.17
2019,11,8,7,16.09,13.99
2019,11,8,8,15.97,13.87
2019,11,8,9,15.96,13.86
2019,11,8,10,16.13,14.02
2019,11,8,11,16.44,14.31
2019,11,8,12,17.01,14.82
2019,11,8,13,17.78,15.44
2019,11,8,14,18.34,15.89
2019,11,8,15,18.76,16.23
2019,11,8,16,18.82,16.26
2019,11,8,17,18.52,16.01
2019,11,8,18,18.33,15.82
2019,11,8,19,17.89,15.43
2019,11,8,20,17.38,15.07
2019,11,8,21,17.03,14.77
2019,11,8,22,16.82,14.59
2019,11,8,23,16.6,14.43
2019,11,9,0,16.4,14.29
2019,11,9,1,16.28,14.2
2019,11,9,2,16.18,14.13
2019,11,9,3,16.06,14.06
2019,11,9,4,15.89,13.95
2019,11,9,5,15.78,13.87
2019,11,9,6,15.64,13.79
2019,11,9,7,15.35,13.55
2019,11,9,8,14.95,13.24
2019,11,9,9,14.64,12.99
2019,11,9,10,14.62,12.99
2019,11,9,11,15.13,13.44
2019,11,9,12,15.81,14.0
2019,11,9,13,16.51,14.61
2019,11,9,14,17.16,15.14
2019,11,9,15,17.48,15.37
2019,11,9,16,17.57,15.39
2019,11,9,17,17.44,15.26
2019,11,9,18,17.11,14.99
2019,11,9,19,16.4,14.41
2019,11,9,20,15.51,13.71
2019,11,9,21,14.17,12.59
2019,11,9,22,12.93,11.56
2019,11,9,23,12.05,10.83
2019,11,10,0,11.32,10.19
2019,11,10,1,10.66,9.64
2019,11,10,2,10.19,9.25
2019,11,10,3,9.92,9.02
2019,11,10,4,9.83,8.94
2019,11,10,5,9.79,8.9
2019,11,10,6,9.8,8.91
2019,11,10,7,9.77,8.89
2019,11,10,8,9.49,8.64
2019,11,10,9,8.87,8.16
2019,11,10,10,8.32,7.72
2019,11,10,11,7.97,7.45
2019,11,10,12,7.58,7.11
2019,11,10,13,7.04,6.63
2019,11,10,14,6.63,6.26
2019,11,10,15,6.67,6.3
2019,11,10,16,6.93,6.49
2019,11,10,17,6.92,6.47
2019,11,10,18,6.59,6.17
2019,11,10,19,6.02,5.65
2019,11,10,20,5.39,5.08
2019,11,10,21,4.83,4.56
2019,11,10,22,4.43,4.19
2019,11,10,23,4.36,4.13
2019,11,11,0,4.66,4.41
2019,11,11,1,5.19,4.91
2019,11,11,2,5.8,5.47
2019,11,11,3,6.47,6.06
2019,11,11,4,7.03,6.55
2019,11,11,5,7.55,6.99
2019,11,11,6,8.0,7.36
2019,11,11,7,8.38,7.64
2019,11,11,8,8.79,7.97
2019,11,11,9,9.13,8.26
2019,11,11,10,9.64,8.73
2019,11,11,11,10.19,9.19
2019,11,11,12,10.51,9.46
2019,11,11,13,10.57,9.52
2019,11,11,14,10.42,9.4
2019,11,11,15,10.31,9.28
2019,11,11,16,10.3,9.25
2019,11,11,17,10.49,9.38
2019,11,11,18,10.73,9.57
2019,11,11,19,10.4,9.29
2019,11,11,20,9.75,8.73
2019,11,11,21,8.85,7.98
2019,11,11,22,7.99,7.24
2019,11,11,23,7.16,6.51
2019,11,12,0,6.47,5.9
2019,11,12,1,5.85,5.35
2019,11,12,2,5.31,4.88
2019,11,12,3,4.78,4.41
2019,11,12,4,4.29,3.96
2019,11,12,5,3.93,3.64
2019,11,12,6,3.77,3.52
2019,11,12,7,3.72,3.46
2019,11,12,8,3.63,3.38
2019,11,12,9,3.69,3.45
2019,11,12,10,4.4,4.1
2019,11,12,11,5.47,5.05
2019,11,12,12,6.5,5.96
2019,11,12,13,7.31,6.68
2019,11,12,14,7.91,7.21
2019,11,12,15,8.44,7.66
2019,11,12,16,8.94,8.07
2019,11,12,17,9.28,8.34
2019,11,12,18,9.35,8.37
2019,11,12,19,8.96,8.0
2019,11,12,20,8.15,7.33
2019,11,12,21,7.33,6.64
2019,11,12,22,6.75,6.13
2019,11,12,23,6.33,5.77
2019,11,13,0,6.19,5.65
2019,11,13,1,6.33,5.77
2019,11,13,2,6.59,6.0
2019,11,13,3,6.85,6.23
2019,11,13,4,7.09,6.45
2019,11,13,5,7.22,6.58
2019,11,13,6,7.21,6.58
2019,11,13,7,7.12,6.51
2019,11,13,8,7.03,6.46
2019,11,13,9,6.87,6.35
2019,11,13,10,6.76,6.25
2019,11,13,11,6.97,6.46
2019,11,13,12,7.68,7.07
2019,11,13,13,8.58,7.84
2019,11,13,14,9.44,8.56
2019,11,13,15,10.35,9.3
2019,11,13,16,11.35,10.14
2019,11,13,17,12.32,10.9
2019,11,13,18,13.28,11.63
2019,11,13,19,14.05,12.22
2019,11,13,20,14.52,12.62
2019,11,13,21,15.19,13.16
2019,11,13,22,16.08,13.87
2019,11,13,23,17.0,14.63
2019,11,14,0,17.96,15.41
2019,11,14,1,18.22,15.68
2019,11,14,2,18.29,15.77
2019,11,14,3,18.15,15.66
2019,11,14,4,17.88,15.44
2019,11,14,5,17.75,15.35
2019,11,14,6,17.79,15.42
2019,11,14,7,17.69,15.35
2019,11,14,8,17.48,15.23
2019,11,14,9,17.39,15.19
2019,11,14,10,17.43,15.25
2019,11,14,11,16.91,14.87
2019,11,14,12,16.29,14.39
2019,11,14,13,16.16,14.28
2019,11,14,14,16.1,14.21
2019,11,14,15,16.12,14.16
2019,11,14,16,16.0,14.06
2019,11,14,17,16.32,14.35
2019,11,14,18,16.48,14.51
2019,11,14,19,16.06,14.17
2019,11,14,20,15.49,13.65
2019,11,14,21,15.02,13.27
2019,11,14,22,14.42,12.77
2019,11,14,23,13.93,12.37
2019,11,15,0,13.48,12.0
2019,11,15,1,12.98,11.57
2019,11,15,2,12.69,11.34
2019,11,15,3,12.75,11.39
2019,11,15,4,12.97,11.57
2019,11,15,5,12.96,11.56
2019,11,15,6,12.62,11.27
2019,11,15,7,12.04,10.79
2019,11,15,8,11.33,10.19
2019,11,15,9,10.65,9.61
2019,11,15,10,10.14,9.22
2019,11,15,11,10.04,9.17
2019,11,15,12,10.17,9.3
2019,11,15,13,10.31,9.42
2019,11,15,14,10.47,9.53
2019,11,15,15,10.99,9.95
2019,11,15,16,11.55,10.41
2019,11,15,17,11.74,10.53
2019,11,15,18,11.8,10.52
2019,11,15,19,11.53,10.29
2019,11,15,20,11.08,9.92
2019,11,15,21,10.54,9.47
2019,11,15,22,9.98,8.98
2019,11,15,23,9.64,8.68
2019,11,16,0,9.31,8.4
2019,11,16,1,8.99,8.12
2019,11,16,2,8.81,7.97
2019,11,16,3,8.68,7.85
2019,11,16,4,8.61,7.78
2019,11,16,5,8.39,7.59
2019,11,16,6,8.0,7.26
2019,11,16,7,7.61,6.91
2019,11,16,8,7.28,6.62
2019,11,16,9,6.89,6.33
2019,11,16,10,6.3,5.84
2019,11,16,11,5.85,5.47
2019,11,16,12,5.83,5.45
2019,11,16,13,6.06,5.65
2019,11,16,14,6.41,5.93
2019,11,16,15,6.76,6.2
2019,11,16,16,7.05,6.43
2019,11,16,17,7.43,6.76
2019,11,16,18,7.84,7.08
2019,11,16,19,7.83,7.06
2019,11,16,20,7.32,6.61
2019,11,16,21,6.6,6.0
2019,11,16,22,5.88,5.39
2019,11,16,23,5.42,5.01
2019,11,17,0,5.18,4.81
2019,11,17,1,5.15,4.79
2019,11,17,2,5.29,4.92
2019,11,17,3,5.55,5.16
2019,11,17,4,5.76,5.37
2019,11,17,5,5.85,5.47
2019,11,17,6,5.81,5.45
2019,11,17,7,5.54,5.21
2019,11,17,8,5.27,4.99
2019,11,17,9,5.15,4.9
2019,11,17,10,5.33,5.08
2019,11,17,11,5.78,5.5
2019,11,17,12,6.2,5.86
2019,11,17,13,6.43,6.03
2019,11,17,14,6.51,6.08
2019,11,17,15,6.46,6.0
2019,11,17,16,6.29,5.79
2019,11,17,17,6.04,5.57
2019,11,17,18,5.86,5.42
2019,11,17,19,5.63,5.21
2019,11,17,20,5.26,4.89
2019,11,17,21,5.01,4.67
2019,11,17,22,5.15,4.82
2019,11,17,23,5.68,5.29
2019,11,18,0,6.36,5.88
2019,11,18,1,6.97,6.38
2019,11,18,2,7.38,6.72
2019,11,18,3,7.68,6.94
2019,11,18,4,8.03,7.2
2019,11,18,5,8.56,7.57
2019,11,18,6,9.57,8.39
2019,11,18,7,11.33,9.87
2019,11,18,8,14.21,12.34
2019,11,18,9,16.54,14.38
2019,11,18,10,17.92,15.62
2019,11,18,11,18.55,16.14
2019,11,18,12,18.94,16.49
2019,11,18,13,19.32,16.84
2019,11,18,14,19.74,17.2
2019,11,18,15,20.06,17.51
2019,11,18,16,20.35,17.77
2019,11,18,17,20.48,17.84
2019,11,18,18,20.55,17.86
2019,11,18,19,20.44,17.76
2019,11,18,20,20.24,17.55
2019,11,18,21,19.97,17.34
2019,11,18,22,19.68,17.1
2019,11,18,23,19.5,16.96
2019,11,19,0,19.68,17.09
2019,11,19,1,19.97,17.32
2019,11,19,2,20.18,17.52
2019,11,19,3,20.27,17.63
2019,11,19,4,20.41,17.78
2019,11,19,5,20.45,17.78
2019,11,19,6,20.26,17.58
2019,11,19,7,20.27,17.6
2019,11,19,8,20.28,17.66
2019,11,19,9,20.05,17.48
2019,11,19,10,19.89,17.39
2019,11,19,11,19.88,17.42
2019,11,19,12,20.03,17.55
2019,11,19,13,20.13,17.63
2019,11,19,14,20.39,17.84
2019,11,19,15,20.65,18.01
2019,11,19,16,20.63,17.95
2019,11,19,17,20.37,17.68
2019,11,19,18,19.88,17.24
2019,11,19,19,19.29,16.73
2019,11,19,20,18.69,16.3
2019,11,19,21,18.05,15.75
2019,11,19,22,17.36,15.19
2019,11,19,23,16.85,14.77
2019,11,20,0,16.75,14.71
2019,11,20,1,17.03,14.98
2019,11,20,2,17.34,15.26
2019,11,20,3,17.51,15.4
2019,11,20,4,17.59,15.45
2019,11,20,5,17.59,15.45
2019,11,20,6,17.38,15.28
2019,11,20,7,17.08,15.02
2019,11,20,8,16.93,14.93
2019,11,20,9,16.69,14.77
2019,11,20,10,16.59,14.7
2019,11,20,11,17.02,15.09
2019,11,20,12,17.78,15.7
2019,11,20,13,18.62,16.32
2019,11,20,14,19.4,16.98
2019,11,20,15,19.95,17.42
2019,11,20,16,20.22,17.62
2019,11,20,17,19.91,17.28
2019,11,20,18,19.02,16.57
2019,11,20,19,17.83,15.59
2019,11,20,20,16.63,14.51
2019,11,20,21,15.68,13.72
2019,11,20,22,15.17,13.31
2019,11,20,23,14.9,13.1
2019,11,21,0,14.63,12.87
2019,11,21,1,14.36,12.64
2019,11,21,2,14.25,12.57
2019,11,21,3,14.25,12.56
2019,11,21,4,14.38,12.66
2019,11,21,5,14.28,12.59
2019,11,21,6,13.82,12.22
2019,11,21,7,13.4,11.86
2019,11,21,8,13.25,11.73
2019,11,21,9,13.33,11.78
2019,11,21,10,13.57,11.96
2019,11,21,11,14.47,12.74
2019,11,21,12,15.52,13.66
2019,11,21,13,16.5,14.53
2019,11,21,14,17.42,15.33
2019,11,21,15,18.2,15.98
2019,11,21,16,18.63,16.34
2019,11,21,17,18.38,16.12
2019,11,21,18,18.06,15.8
2019,11,21,19,17.61,15.42
2019,11,21,20,17.13,15.03
2019,11,21,21,16.81,14.76
2019,11,21,22,16.54,14.53
2019,11,21,23,16.62,14.6
2019,11,22,0,16.93,14.83
2019,11,22,1,17.1,14.95
2019,11,22,2,17.05,14.89
2019,11,22,3,16.92,14.76
2019,11,22,4,16.7,14.56
2019,11,22,5,16.15,14.09
2019,11,22,6,15.51,13.55
2019,11,22,7,15.04,13.12
2019,11,22,8,14.66,12.81
2019,11,22,9,14.34,12.56
2019,11,22,10,14.06,12.36
2019,11,22,11,13.97,12.3
2019,11,22,12,13.81,12.2
2019,11,22,13,13.82,12.23
2019,11,22,14,13.98,12.36
2019,11,22,15,14.28,12.59
2019,11,22,16,14.37,12.62
2019,11,22,17,14.39,12.6
2019,11,22,18,14.47,12.61
2019,11,22,19,14.24,12.38
2019,11,22,20,13.78,11.96
2019,11,22,21,13.2,11.48
2019,11,22,22,12.62,11.0
2019,11,22,23,12.36,10.79
2019,11,23,0,12.04,10.56
2019,11,23,1,11.67,10.23
2019,11,23,2,11.25,9.87
2019,11,23,3,10.92,9.61
2019,11,23,4,10.7,9.44
2019,11,23,5,10.54,9.29
2019,11,23,6,10.55,9.33
2019,11,23,7,10.5,9.3
2019,11,23,8,10.16,9.04
2019,11,23,9,9.51,8.52
2019,11,23,10,8.95,8.05
2019,11,23,11,8.77,7.93
2019,11,23,12,8.74,7.93
2019,11,23,13,8.68,7.89
2019,11,23,14,8.63,7.85
2019,11,23,15,8.57,7.78
2019,11,23,16,8.39,7.6
2019,11,23,17,7.49,6.84
2019,11,23,18,6.33,5.81
2019,11,23,19,5.41,5.0
2019,11,23,20,4.64,4.31
2019,11,23,21,4.09,3.81
2019,11,23,22,3.81,3.58
2019,11,23,23,4.28,4.01
2019,11,24,0,5.01,4.67
2019,11,24,1,5.54,5.13
2019,11,24,2,5.98,5.52
2019,11,24,3,6.47,5.94
2019,11,24,4,7.15,6.53
2019,11,24,5,7.74,7.03
2019,11,24,6,8.06,7.3
2019,11,24,7,8.2,7.42
2019,11,24,8,8.28,7.49
2019,11,24,9,8.24,7.47
2019,11,24,10,8.29,7.51
2019,11,24,11,8.47,7.68
2019,11,24,12,8.75,7.93
2019,11,24,13,9.07,8.2
2019,11,24,14,9.47,8.51
2019,11,24,15,10.01,8.94
2019,11,24,16,10.57,9.39
2019,11,24,17,10.98,9.7
2019,11,24,18,11.2,9.84
2019,11,24,19,11.49,10.05
2019,11,24,20,11.76,10.29
2019,11,24,21,12.18,10.64
2019,11,24,22,12.53,10.9
2019,11,24,23,13.02,11.34
2019,11,25,0,13.54,11.81
2019,11,25,1,14.23,12.41
2019,11,25,2,14.83,12.94
2019,11,25,3,15.48,13.47
2019,11,25,4,16.03,13.95
2019,11,25,5,16.21,14.12
2019,11,25,6,16.12,14.05
2019,11,25,7,16.47,14.14
2019,11,25,8,16.47,14.13
2019,11,25,9,16.36,13.97
2019,11,25,10,16.39,13.99
2019,11,25,11,16.97,14.55
2019,11,25,12,18.33,15.81
2019,11,25,13,19.2,16.65
2019,11,25,14,19.85,17.21
2019,11,25,15,20.33,17.6
2019,11,25,16,20.59,17.77
2019,11,25,17,20.28,17.51
2019,11,25,18,19.81,17.13
2019,11,25,19,19.38,16.75
2019,11,25,20,18.84,16.36
2019,11,25,21,18.21,15.84
2019,11,25,22,17.63,15.37
2019,11,25,23,16.82,14.78
2019,11,26,0,16.32,14.38
2019,11,26,1,16.23,14.33
2019,11,26,2,16.34,14.41
2019,11,26,3,16.34,14.41
2019,11,26,4,16.12,14.21
2019,11,26,5,15.66,13.8
2019,11,26,6,15.08,13.34
2019,11,26,7,14.51,12.84
2019,11,26,8,13.95,12.36
2019,11,26,9,13.71,12.11
2019,11,26,10,13.9,12.26
2019,11,26,11,14.66,12.95
2019,11,26,12,15.37,13.56
2019,11,26,13,15.6,13.76
2019,11,26,14,15.79,13.93
2019,11,26,15,15.9,13.99
2019,11,26,16,16.02,14.08
2019,11,26,17,15.96,14.06
2019,11,26,18,15.56,13.74
2019,11,26,19,15.05,13.26
